landmark,x, y, z
hipCenter,-83.87,8.73,1801.99
greaterTrochanter,-121.27,26.44,1810.36
femoralCenter,-141.53,18.48,1407.73
whitesideReference,-141.60,0.23,1420.32
lateralCondyle,-160.20,25.13,1405.18
medialCondyle,-114.57,23.46,1397.42
lateralPosteriorCondyle,-158.35,52.32,1424.51
medialPosteriorCondyle,-113.43,48.67,1417.00
midfemurCenter,-132.79,6.69,1612.49
PCLOrigin,-127.97,33.78,1426.11
lateralEpicondyle,-173.66,31.41,1428.89
medialSulcus,-100.64,24.37,1416.67
medialEpicondyle,-99.15,18.34,1419.47
