landmark,x, y, z
hipCenter,-96.26,8.37,-116.89
greaterTrochanter,-136.60,38.16,-111.94
femoralCenter,-104.97,20.47,-549.59
whitesideReference,-107.05,4.46,-536.16
lateralCondyle,-126.94,33.02,-554.98
medialCondyle,-73.59,27.36,-557.10
lateralPosteriorCondyle,-125.28,61.55,-533.43
medialPosteriorCondyle,-72.26,56.91,-534.57
midfemurCenter,-119.80,12.34,-325.88
PCLOrigin,-91.99,40.53,-526.69
lateralEpicondyle,-143.09,40.32,-530.06
medialSulcus,-59.36,30.48,-530.86
medialEpicondyle,-59.46,22.53,-528.00
