landmark,x, y, z
PCLOrigin,78.61,-122.52,-941.38
femoralCenter,92.05,-144.71,-966.59
greaterTrochanter,132.44,-125.06,-487.62
hipCenter,89.85,-158.88,-494.04
lateralCondyle,116.11,-138.27,-970.47
lateralEpicondyle,134.29,-127.75,-943.63
lateralPosteriorCondyle,115.63,-103.53,-947.97
medialCondyle,65.27,-138.26,-974.59
medialEpicondyle,43.59,-141.55,-948.46
medialPosteriorCondyle,60.46,-105.85,-951.40
medialSulcus,44.24,-135.36,-951.81
midfemurCenter,109.23,-159.56,-722.61
whitesideReference,94.45,-166.94,-953.22
