landmark,x, y, z
PCLOrigin,52.67,-90.92,-682.12
femoralCenter,54.80,-111.50,-704.16
greaterTrochanter,160.20,-138.15,-293.92
hipCenter,110.14,-137.99,-288.23
lateralCondyle,76.05,-110.23,-711.78
lateralEpicondyle,97.10,-109.81,-688.78
lateralPosteriorCondyle,85.99,-82.70,-691.89
medialCondyle,35.76,-97.52,-710.89
medialEpicondyle,19.63,-93.21,-680.12
medialPosteriorCondyle,41.67,-67.88,-687.95
medialSulcus,22.60,-87.53,-683.19
midfemurCenter,99.04,-146.54,-488.91
whitesideReference,52.43,-129.17,-692.69
