landmark,x, y, z
hipCenter,-78.12,-12.01,1329.78
greaterTrochanter,-137.90,3.07,1336.02
femoralCenter,-114.62,-22.99,868.01
whitesideReference,-113.41,-42.95,882.71
lateralCondyle,-138.26,-10.64,861.93
medialCondyle,-85.53,-13.05,858.01
lateralPosteriorCondyle,-139.03,18.02,884.43
medialPosteriorCondyle,-85.00,19.45,882.59
midfemurCenter,-127.24,-28.50,1104.99
PCLOrigin,-103.05,0.91,892.69
lateralEpicondyle,-157.63,-7.42,891.16
medialSulcus,-66.90,-9.12,884.15
medialEpicondyle,-64.36,-17.30,887.65
