landmark,x, y, z
PCLOrigin,-104.41,198.31,-544.40
femoralCenter,-116.94,179.83,-563.69
greaterTrochanter,-136.35,186.99,-158.99
hipCenter,-87.96,170.03,-165.48
lateralCondyle,-137.81,188.24,-566.20
lateralEpicondyle,-150.86,195.03,-544.62
lateralPosteriorCondyle,-134.67,217.35,-547.22
medialCondyle,-90.80,187.28,-571.72
medialEpicondyle,-76.68,185.31,-545.19
medialPosteriorCondyle,-89.78,216.39,-547.94
medialSulcus,-77.65,190.67,-548.47
midfemurCenter,-124.34,163.76,-355.72
whitesideReference,-116.88,161.19,-553.63
