landmark,x, y, z
PCLOrigin,-88.71,-18.82,1136.87
femoralCenter,-98.82,-37.45,1117.51
greaterTrochanter,-113.45,-29.43,1490.04
hipCenter,-75.06,-36.03,1483.35
lateralCondyle,-117.05,-36.11,1115.51
lateralEpicondyle,-133.18,-29.82,1137.73
lateralPosteriorCondyle,-123.25,-7.70,1133.23
medialCondyle,-76.46,-26.81,1108.45
medialEpicondyle,-60.42,-25.50,1134.04
medialPosteriorCondyle,-78.14,-0.69,1129.37
medialSulcus,-61.48,-19.57,1130.78
midfemurCenter,-106.60,-47.24,1305.49
whitesideReference,-93.19,-55.85,1129.80
