landmark,x, y, z
hipCenter,-82.22,40.37,-71.43
greaterTrochanter,-139.46,52.13,-64.02
femoralCenter,-108.71,24.95,-525.31
whitesideReference,-116.66,10.74,-509.02
lateralCondyle,-128.51,43.25,-532.62
medialCondyle,-76.25,26.88,-540.11
lateralPosteriorCondyle,-118.30,72.08,-510.79
medialPosteriorCondyle,-65.79,58.49,-516.34
midfemurCenter,-116.15,25.86,-295.14
PCLOrigin,-88.35,43.68,-504.23
lateralEpicondyle,-140.35,53.44,-503.07
medialSulcus,-60.87,28.01,-512.75
medialEpicondyle,-61.77,19.29,-510.00
