landmark,x, y, z
PCLOrigin,-92.09,-115.58,1130.67
femoralCenter,-105.91,-136.49,1111.46
greaterTrochanter,-156.79,-125.36,1556.15
hipCenter,-101.34,-151.34,1545.14
lateralCondyle,-134.71,-133.67,1105.87
lateralEpicondyle,-150.38,-125.17,1132.90
lateralPosteriorCondyle,-135.74,-102.22,1129.11
medialCondyle,-78.70,-129.07,1101.47
medialEpicondyle,-59.07,-129.54,1129.71
medialPosteriorCondyle,-75.67,-97.76,1125.07
medialSulcus,-59.71,-123.77,1126.24
midfemurCenter,-121.32,-148.79,1335.43
whitesideReference,-105.03,-156.24,1128.87
