landmark,x, y, z
PCLOrigin,-108.60,-107.71,-563.94
femoralCenter,-115.47,-129.09,-589.38
greaterTrochanter,-135.59,-117.43,-111.31
hipCenter,-84.22,-129.61,-120.80
lateralCondyle,-143.46,-126.67,-595.30
lateralEpicondyle,-160.20,-124.40,-567.07
lateralPosteriorCondyle,-149.03,-94.18,-568.69
medialCondyle,-83.30,-118.60,-599.31
medialEpicondyle,-68.69,-116.68,-565.67
medialPosteriorCondyle,-90.35,-83.23,-569.83
medialSulcus,-70.96,-110.34,-568.24
midfemurCenter,-121.44,-149.09,-346.31
whitesideReference,-110.87,-150.48,-574.83
