landmark,x, y, z
PCLOrigin,-99.34,23.54,-563.53
femoralCenter,-111.30,6.39,-583.36
greaterTrochanter,-136.71,14.38,-180.05
hipCenter,-94.63,-2.06,-181.47
lateralCondyle,-128.99,14.78,-588.38
lateralEpicondyle,-144.15,21.20,-563.39
lateralPosteriorCondyle,-126.99,43.19,-569.11
medialCondyle,-89.68,12.60,-592.11
medialEpicondyle,-71.68,9.39,-566.41
medialPosteriorCondyle,-83.79,41.54,-569.81
medialSulcus,-72.61,14.51,-569.03
midfemurCenter,-125.85,-10.30,-375.89
whitesideReference,-111.34,-10.16,-571.77
