landmark,x, y, z
PCLOrigin,105.92,-132.82,-513.22
femoralCenter,120.12,-149.60,-532.58
greaterTrochanter,143.58,-128.71,-115.60
hipCenter,106.29,-153.88,-126.49
lateralCondyle,136.79,-138.59,-538.59
lateralEpicondyle,151.71,-125.81,-512.48
lateralPosteriorCondyle,127.70,-109.95,-518.12
medialCondyle,96.65,-144.79,-541.60
medialEpicondyle,79.98,-152.85,-511.49
medialPosteriorCondyle,86.74,-118.83,-519.75
medialSulcus,79.52,-145.30,-515.12
midfemurCenter,137.70,-154.54,-322.61
whitesideReference,123.48,-167.81,-520.35
