landmark,x, y, z
hipCenter,-73.89,28.09,-145.49
greaterTrochanter,-133.42,47.16,-142.60
femoralCenter,-88.96,17.69,-618.87
whitesideReference,-93.95,-5.48,-597.57
lateralCondyle,-113.90,32.57,-619.05
medialCondyle,-58.05,25.56,-627.61
lateralPosteriorCondyle,-103.64,65.00,-598.87
medialPosteriorCondyle,-50.44,56.70,-601.75
midfemurCenter,-111.28,13.44,-375.14
PCLOrigin,-71.75,39.26,-592.58
lateralEpicondyle,-130.78,43.17,-594.51
medialSulcus,-43.21,18.69,-600.36
medialEpicondyle,-44.41,10.46,-595.95
