landmark,x, y, z
PCLOrigin,-78.91,38.38,-600.38
femoralCenter,-87.37,11.47,-623.74
greaterTrochanter,-144.31,30.66,-172.21
hipCenter,-89.62,15.97,-173.18
lateralCondyle,-116.02,22.77,-629.36
lateralEpicondyle,-133.88,26.57,-602.99
lateralPosteriorCondyle,-117.24,53.63,-606.98
medialCondyle,-60.41,23.63,-631.85
medialEpicondyle,-42.96,22.38,-598.83
medialPosteriorCondyle,-62.25,57.94,-607.42
medialSulcus,-45.11,32.46,-605.56
midfemurCenter,-118.14,6.70,-389.39
whitesideReference,-86.63,-8.17,-609.86
