landmark,x, y, z
PCLOrigin,-28.86,-198.83,1066.16
femoralCenter,-41.86,-222.50,1041.45
greaterTrochanter,-135.60,-132.99,1484.01
hipCenter,-87.46,-150.30,1496.83
lateralCondyle,-65.94,-210.34,1032.63
lateralEpicondyle,-81.49,-199.55,1057.96
lateralPosteriorCondyle,-58.91,-175.43,1055.88
medialCondyle,-14.43,-218.13,1034.69
medialEpicondyle,2.41,-218.83,1066.43
medialPosteriorCondyle,-8.82,-183.56,1058.18
medialSulcus,2.85,-212.49,1063.01
midfemurCenter,-89.65,-199.96,1278.50
whitesideReference,-47.69,-240.28,1054.24
