landmark,x, y, z
PCLOrigin,-75.43,1.28,1202.69
femoralCenter,-83.11,-16.09,1182.00
greaterTrochanter,-137.31,-7.20,1598.64
hipCenter,-94.24,-23.54,1601.07
lateralCondyle,-102.22,-7.95,1177.01
lateralEpicondyle,-120.58,-0.06,1201.30
lateralPosteriorCondyle,-101.54,20.28,1198.77
medialCondyle,-60.43,-5.29,1174.26
medialEpicondyle,-43.86,-6.21,1202.16
medialPosteriorCondyle,-59.72,21.31,1196.22
medialSulcus,-45.27,1.08,1199.56
midfemurCenter,-107.88,-30.42,1398.99
whitesideReference,-83.63,-34.11,1196.70
