landmark,x, y, z
PCLOrigin,80.19,-96.04,945.68
femoralCenter,94.35,-115.85,921.64
greaterTrochanter,155.32,-123.35,1364.75
hipCenter,98.46,-140.65,1363.45
lateralCondyle,114.00,-108.01,915.80
lateralEpicondyle,132.52,-95.24,944.13
lateralPosteriorCondyle,113.75,-74.24,938.45
medialCondyle,65.49,-109.84,911.62
medialEpicondyle,47.82,-111.30,941.50
medialPosteriorCondyle,62.69,-77.37,937.19
medialSulcus,48.53,-103.54,938.64
midfemurCenter,118.73,-138.11,1149.61
whitesideReference,94.97,-137.18,934.89
