landmark,x, y, z
hipCenter,-96.28,1.56,-182.23
greaterTrochanter,-149.94,16.90,-179.38
femoralCenter,-122.32,-10.11,-615.89
whitesideReference,-124.21,-27.97,-600.58
lateralCondyle,-144.89,5.31,-622.57
medialCondyle,-89.22,-0.78,-629.43
lateralPosteriorCondyle,-138.07,38.13,-599.24
medialPosteriorCondyle,-83.34,30.55,-605.36
midfemurCenter,-127.96,-13.41,-393.14
PCLOrigin,-102.51,12.68,-597.13
lateralEpicondyle,-161.96,11.91,-591.97
medialSulcus,-72.88,-1.31,-607.37
medialEpicondyle,-71.75,-6.75,-604.43
