landmark,x, y, z
hipCenter,-84.20,10.78,-143.35
greaterTrochanter,-133.94,33.51,-133.44
femoralCenter,-118.31,-11.21,-557.99
whitesideReference,-117.90,-33.47,-542.01
lateralCondyle,-142.17,-2.27,-563.36
medialCondyle,-95.35,-0.01,-570.86
lateralPosteriorCondyle,-140.69,29.46,-540.57
medialPosteriorCondyle,-91.27,30.22,-547.73
midfemurCenter,-123.42,-8.24,-343.39
PCLOrigin,-102.94,11.58,-536.71
lateralEpicondyle,-157.68,2.55,-534.75
medialSulcus,-72.18,5.74,-544.67
medialEpicondyle,-70.44,-3.01,-540.26
