landmark,x, y, z
PCLOrigin,-94.65,-117.86,1051.48
femoralCenter,-103.61,-142.65,1027.85
greaterTrochanter,-140.99,-122.39,1475.06
hipCenter,-89.74,-142.90,1476.12
lateralCondyle,-129.23,-125.61,1022.57
lateralEpicondyle,-149.66,-130.90,1049.28
lateralPosteriorCondyle,-133.20,-102.73,1047.45
medialCondyle,-76.05,-128.63,1018.91
medialEpicondyle,-57.15,-127.57,1047.99
medialPosteriorCondyle,-79.81,-94.28,1043.52
medialSulcus,-59.52,-121.20,1044.67
midfemurCenter,-115.43,-151.76,1259.89
whitesideReference,-99.61,-159.26,1039.63
