landmark,x, y, z
PCLOrigin,-63.67,0.21,1176.71
femoralCenter,-74.90,-20.68,1155.45
greaterTrochanter,-130.26,-3.26,1593.50
hipCenter,-82.73,-24.07,1579.99
lateralCondyle,-94.01,-4.50,1148.42
lateralEpicondyle,-113.01,3.49,1171.78
lateralPosteriorCondyle,-91.76,23.38,1168.60
medialCondyle,-45.97,-12.85,1146.50
medialEpicondyle,-30.28,-21.27,1177.92
medialPosteriorCondyle,-42.05,16.66,1170.84
medialSulcus,-31.08,-15.00,1174.21
midfemurCenter,-101.96,-26.11,1373.49
whitesideReference,-82.97,-37.38,1169.32
