landmark,x, y, z
hipCenter,-75.17,18.67,1560.42
greaterTrochanter,-122.62,37.16,1570.31
femoralCenter,-110.58,15.51,1164.90
whitesideReference,-112.03,-2.53,1177.44
lateralCondyle,-128.36,28.14,1159.50
medialCondyle,-82.50,25.56,1152.90
lateralPosteriorCondyle,-123.86,56.79,1179.94
medialPosteriorCondyle,-78.49,50.37,1175.04
midfemurCenter,-114.35,10.98,1368.89
PCLOrigin,-97.11,34.63,1184.12
lateralEpicondyle,-144.28,36.75,1184.94
medialSulcus,-68.39,23.46,1175.84
medialEpicondyle,-66.72,16.64,1179.52
