landmark,x, y, z
PCLOrigin,-72.96,58.25,1129.83
femoralCenter,-85.97,42.16,1108.43
greaterTrochanter,-138.84,33.41,1519.36
hipCenter,-84.34,25.68,1522.27
lateralCondyle,-106.80,50.44,1103.51
lateralEpicondyle,-124.11,53.21,1129.35
lateralPosteriorCondyle,-104.34,77.74,1124.15
medialCondyle,-60.97,46.19,1100.51
medialEpicondyle,-43.58,42.95,1127.05
medialPosteriorCondyle,-58.92,74.87,1122.07
medialSulcus,-44.26,49.04,1123.17
midfemurCenter,-104.27,20.05,1319.49
whitesideReference,-89.80,10.47,1117.36
