landmark,x, y, z
PCLOrigin,66.55,-93.00,-700.84
femoralCenter,76.36,-110.52,-723.61
greaterTrochanter,128.00,-127.00,-321.45
hipCenter,85.96,-151.37,-322.96
lateralCondyle,97.55,-102.62,-729.10
lateralEpicondyle,116.57,-99.36,-703.25
lateralPosteriorCondyle,97.23,-76.83,-709.16
medialCondyle,50.11,-103.94,-733.09
medialEpicondyle,34.02,-105.29,-702.77
medialPosteriorCondyle,47.81,-73.11,-710.11
medialSulcus,36.32,-97.04,-705.67
midfemurCenter,101.15,-141.78,-518.10
whitesideReference,77.15,-133.30,-711.11
