landmark,x, y, z
PCLOrigin,105.27,-123.46,1124.71
femoralCenter,123.94,-141.85,1105.15
greaterTrochanter,118.76,-119.06,1555.15
hipCenter,70.92,-134.79,1542.74
lateralCondyle,146.28,-128.68,1099.53
lateralEpicondyle,158.33,-125.65,1126.89
lateralPosteriorCondyle,141.09,-98.40,1121.38
medialCondyle,94.16,-135.73,1091.21
medialEpicondyle,73.64,-142.41,1118.79
medialPosteriorCondyle,85.96,-107.34,1114.89
medialSulcus,74.18,-135.92,1114.66
midfemurCenter,120.31,-145.91,1327.03
whitesideReference,125.46,-160.21,1119.33
