landmark,x, y, z
hipCenter,-72.89,-150.00,-325.84
greaterTrochanter,-115.64,-132.57,-325.62
femoralCenter,-45.54,-128.98,-735.53
whitesideReference,-42.13,-146.47,-721.61
lateralCondyle,-66.67,-125.22,-744.59
medialCondyle,-22.30,-114.82,-744.49
lateralPosteriorCondyle,-71.96,-99.09,-723.65
medialPosteriorCondyle,-27.45,-86.75,-722.66
midfemurCenter,-75.70,-147.55,-526.51
PCLOrigin,-39.69,-108.55,-717.26
lateralEpicondyle,-83.37,-123.19,-719.42
medialSulcus,-9.63,-108.28,-719.29
medialEpicondyle,-8.23,-111.75,-716.69
