landmark,x, y, z
PCLOrigin,65.82,-110.81,914.49
femoralCenter,78.82,-128.30,893.48
greaterTrochanter,134.84,-129.33,1320.90
hipCenter,86.46,-142.15,1325.29
lateralCondyle,96.49,-119.30,887.49
lateralEpicondyle,111.46,-110.89,912.95
lateralPosteriorCondyle,91.63,-89.12,910.41
medialCondyle,53.23,-121.62,883.47
medialEpicondyle,39.17,-124.51,911.43
medialPosteriorCondyle,50.42,-93.00,907.51
medialSulcus,39.89,-118.83,908.48
midfemurCenter,101.06,-146.08,1117.47
whitesideReference,80.12,-144.04,903.93
