landmark,x, y, z
PCLOrigin,-70.13,-45.04,-468.40
femoralCenter,-77.40,-67.35,-488.50
greaterTrochanter,-140.26,-23.59,-88.59
hipCenter,-90.09,-38.20,-96.43
lateralCondyle,-100.98,-58.31,-495.91
lateralEpicondyle,-120.65,-57.48,-472.42
lateralPosteriorCondyle,-104.46,-31.15,-476.95
medialCondyle,-53.07,-51.98,-497.78
medialEpicondyle,-33.94,-53.13,-470.62
medialPosteriorCondyle,-53.61,-22.93,-475.25
medialSulcus,-36.57,-46.13,-474.39
midfemurCenter,-101.53,-64.10,-284.74
whitesideReference,-73.79,-86.03,-473.90
