landmark,x, y, z
hipCenter,-104.94,38.09,-73.85
greaterTrochanter,-150.75,42.57,-76.13
femoralCenter,-110.26,-1.02,-472.50
whitesideReference,-108.61,-20.07,-460.40
lateralCondyle,-135.72,6.87,-479.87
medialCondyle,-91.10,7.81,-479.87
lateralPosteriorCondyle,-137.54,30.66,-459.26
medialPosteriorCondyle,-91.43,38.12,-459.02
midfemurCenter,-138.07,25.66,-144.25
PCLOrigin,-104.52,18.42,-454.94
lateralEpicondyle,-151.96,6.86,-456.73
medialSulcus,-73.12,17.32,-456.24
medialEpicondyle,-71.44,12.98,-452.98
