landmark,x, y, z
PCLOrigin,77.07,-98.78,-591.80
femoralCenter,85.93,-119.88,-613.09
greaterTrochanter,124.69,-140.64,-201.71
hipCenter,81.84,-145.44,-200.98
lateralCondyle,104.78,-117.44,-617.09
lateralEpicondyle,122.45,-111.91,-591.19
lateralPosteriorCondyle,108.20,-85.87,-595.33
medialCondyle,64.75,-111.89,-618.09
medialEpicondyle,47.51,-106.98,-593.95
medialPosteriorCondyle,64.28,-81.82,-598.23
medialSulcus,49.93,-101.78,-595.98
midfemurCenter,97.14,-147.91,-397.11
whitesideReference,87.98,-139.54,-600.73
