landmark,x, y, z
PCLOrigin,-113.92,-123.94,913.49
femoralCenter,-112.51,-147.18,889.35
greaterTrochanter,-168.43,-124.18,1341.25
hipCenter,-112.98,-130.74,1341.88
lateralCondyle,-136.65,-149.73,882.38
lateralEpicondyle,-156.17,-154.72,910.36
lateralPosteriorCondyle,-153.36,-121.32,905.47
medialCondyle,-93.76,-128.13,881.37
medialEpicondyle,-78.59,-117.94,914.66
medialPosteriorCondyle,-106.61,-97.75,906.79
medialSulcus,-81.75,-113.58,911.05
midfemurCenter,-135.13,-156.00,1123.34
whitesideReference,-102.11,-166.06,905.15
