landmark,x, y, z
PCLOrigin,-0.74,-116.02,-891.43
femoralCenter,-9.00,-139.25,-916.49
greaterTrochanter,-97.28,-103.84,-474.03
hipCenter,-47.15,-131.49,-481.71
lateralCondyle,-28.47,-131.04,-922.49
lateralEpicondyle,-51.31,-125.30,-894.44
lateralPosteriorCondyle,-32.21,-96.36,-901.54
medialCondyle,16.15,-126.91,-924.49
medialEpicondyle,35.45,-131.05,-891.42
medialPosteriorCondyle,13.46,-96.07,-900.12
medialSulcus,33.44,-123.68,-896.25
midfemurCenter,-22.50,-145.66,-819.00
whitesideReference,-9.54,-161.17,-900.08
