landmark,x, y, z
hipCenter,-82.03,42.58,-97.65
greaterTrochanter,-128.28,54.21,-98.58
femoralCenter,-80.16,5.97,-496.06
whitesideReference,-78.56,-13.31,-482.72
lateralCondyle,-104.91,16.72,-502.22
medialCondyle,-54.93,17.55,-507.31
lateralPosteriorCondyle,-103.49,40.77,-482.31
medialPosteriorCondyle,-55.96,44.75,-486.36
midfemurCenter,-82.68,4.62,-426.69
PCLOrigin,-69.99,26.78,-476.98
lateralEpicondyle,-120.21,18.68,-478.45
medialSulcus,-38.58,20.85,-483.06
medialEpicondyle,-36.72,15.63,-480.66
