landmark,x, y, z
PCLOrigin,-45.96,168.47,-497.24
femoralCenter,-55.14,148.40,-515.91
greaterTrochanter,-136.08,156.87,-127.07
hipCenter,-95.74,145.83,-127.78
lateralCondyle,-74.10,153.25,-521.67
lateralEpicondyle,-93.17,161.41,-498.37
lateralPosteriorCondyle,-79.52,184.92,-502.32
medialCondyle,-31.78,159.07,-522.99
medialEpicondyle,-18.34,156.70,-494.63
medialPosteriorCondyle,-33.11,186.79,-502.67
medialSulcus,-19.73,162.70,-497.55
midfemurCenter,-91.15,141.23,-316.64
whitesideReference,-56.13,131.11,-504.54
