landmark,x, y, z
PCLOrigin,61.16,-139.70,-417.94
femoralCenter,62.70,-163.60,-440.60
greaterTrochanter,143.76,-156.71,-5.16
hipCenter,92.45,-165.68,-4.28
lateralCondyle,86.07,-166.13,-446.22
lateralEpicondyle,101.90,-165.62,-420.70
lateralPosteriorCondyle,94.63,-138.30,-425.25
medialCondyle,47.29,-143.97,-446.64
medialEpicondyle,32.30,-138.74,-418.79
medialPosteriorCondyle,59.65,-119.12,-423.16
medialSulcus,36.03,-133.10,-422.12
midfemurCenter,91.80,-173.08,-214.30
whitesideReference,58.74,-186.45,-428.70
