landmark,x, y, z
PCLOrigin,-118.53,18.54,1382.51
femoralCenter,-135.48,-4.62,1358.72
greaterTrochanter,-132.76,3.07,1830.40
hipCenter,-84.38,-22.40,1817.08
lateralCondyle,-160.58,7.40,1355.52
lateralEpicondyle,-174.19,11.19,1385.22
lateralPosteriorCondyle,-157.93,36.67,1379.75
medialCondyle,-101.60,2.67,1347.30
medialEpicondyle,-86.30,-4.16,1378.63
medialPosteriorCondyle,-100.98,34.83,1371.37
medialSulcus,-85.92,3.85,1375.36
midfemurCenter,-129.72,-22.79,1593.49
whitesideReference,-136.17,-26.02,1371.80
