landmark,x, y, z
hipCenter,83.65,-34.69,1565.17
greaterTrochanter,141.93,-30.06,1569.28
femoralCenter,99.21,-30.31,1145.04
whitesideReference,100.96,-50.21,1160.88
lateralCondyle,120.81,-19.13,1138.57
medialCondyle,71.09,-21.38,1135.01
lateralPosteriorCondyle,119.13,9.38,1158.17
medialPosteriorCondyle,68.77,9.83,1155.79
midfemurCenter,116.23,-38.78,1360.99
PCLOrigin,85.91,-10.05,1165.27
lateralEpicondyle,134.11,-15.17,1163.21
medialSulcus,55.23,-16.37,1159.52
medialEpicondyle,55.13,-25.11,1163.93
