landmark,x, y, z
PCLOrigin,-98.31,7.86,-562.62
femoralCenter,-117.55,-8.04,-580.12
greaterTrochanter,-131.56,22.81,-178.83
hipCenter,-84.32,5.39,-187.55
lateralCondyle,-135.45,4.23,-583.66
lateralEpicondyle,-147.16,13.11,-559.33
lateralPosteriorCondyle,-125.76,30.48,-564.28
medialCondyle,-91.43,-5.08,-591.36
medialEpicondyle,-73.10,-12.04,-568.03
medialPosteriorCondyle,-83.69,21.97,-570.04
medialSulcus,-73.49,-4.68,-570.38
midfemurCenter,-118.68,-6.20,-376.69
whitesideReference,-120.77,-26.13,-567.44
