landmark,x, y, z
hipCenter,-78.23,-18.60,1412.00
greaterTrochanter,-125.40,-16.43,1406.11
femoralCenter,-90.88,-22.21,993.01
whitesideReference,-88.19,-34.86,999.69
lateralCondyle,-114.69,-20.54,988.01
medialCondyle,-71.77,-6.52,982.50
lateralPosteriorCondyle,-122.76,6.32,1007.76
medialPosteriorCondyle,-75.81,20.75,1006.27
midfemurCenter,-97.86,-33.81,1208.99
PCLOrigin,-85.85,-2.57,1008.47
lateralEpicondyle,-130.68,-18.91,1013.12
medialSulcus,-58.37,-2.03,1008.56
medialEpicondyle,-55.35,-7.28,1010.20
