landmark,x, y, z
PCLOrigin,-97.40,-125.25,591.10
femoralCenter,-106.49,-144.36,569.52
greaterTrochanter,-136.91,-150.83,975.98
hipCenter,-88.90,-163.27,972.95
lateralCondyle,-127.20,-141.66,565.14
lateralEpicondyle,-143.03,-135.39,591.28
lateralPosteriorCondyle,-130.10,-111.62,586.91
medialCondyle,-83.28,-134.16,560.51
medialEpicondyle,-66.36,-133.06,587.65
medialPosteriorCondyle,-84.23,-104.09,583.64
medialSulcus,-67.99,-127.75,585.97
midfemurCenter,-116.23,-166.96,777.49
whitesideReference,-103.03,-164.82,586.08
