landmark,x, y, z
PCLOrigin,-41.76,15.75,1460.08
femoralCenter,-44.62,-6.44,1434.97
greaterTrochanter,-142.30,-3.84,1895.94
hipCenter,-94.48,-13.09,1899.45
lateralCondyle,-71.66,-4.99,1429.03
lateralEpicondyle,-90.64,-7.26,1455.05
lateralPosteriorCondyle,-82.11,22.76,1451.22
medialCondyle,-22.85,6.16,1427.99
medialEpicondyle,-5.32,11.83,1459.40
medialPosteriorCondyle,-30.06,39.63,1453.54
medialSulcus,-8.25,19.06,1454.73
midfemurCenter,-86.42,-23.44,1676.99
whitesideReference,-39.92,-27.20,1448.97
