landmark,x, y, z
hipCenter,-83.47,-32.11,1417.42
greaterTrochanter,-136.90,-19.25,1419.66
femoralCenter,-76.76,-21.69,1023.02
whitesideReference,-76.70,-42.55,1041.92
lateralCondyle,-101.75,-14.04,1017.01
medialCondyle,-52.07,-12.24,1013.30
lateralPosteriorCondyle,-101.09,14.67,1037.39
medialPosteriorCondyle,-52.34,16.33,1037.81
midfemurCenter,-97.45,-35.98,1224.99
PCLOrigin,-68.79,-4.11,1041.19
lateralEpicondyle,-115.51,-9.80,1041.98
medialSulcus,-39.28,-8.12,1039.71
medialEpicondyle,-37.74,-13.89,1042.78
