landmark,x, y, z
PCLOrigin,-80.18,-156.28,-308.96
femoralCenter,-88.47,-179.24,-332.44
greaterTrochanter,-138.64,-132.54,107.72
hipCenter,-87.28,-143.95,108.19
lateralCondyle,-111.16,-168.89,-338.39
lateralEpicondyle,-129.34,-165.27,-311.90
lateralPosteriorCondyle,-114.43,-138.50,-315.08
medialCondyle,-61.86,-168.09,-339.39
medialEpicondyle,-42.43,-168.55,-311.59
medialPosteriorCondyle,-59.79,-136.84,-317.21
medialSulcus,-43.93,-161.98,-315.67
midfemurCenter,-111.02,-171.57,-103.41
whitesideReference,-89.19,-196.60,-316.06
