landmark,x, y, z
PCLOrigin,-72.85,45.87,1161.26
femoralCenter,-79.03,27.20,1137.51
greaterTrochanter,-143.35,34.88,1561.48
hipCenter,-86.77,28.27,1564.50
lateralCondyle,-98.76,29.09,1133.53
lateralEpicondyle,-118.97,29.80,1160.08
lateralPosteriorCondyle,-109.02,59.74,1154.96
medialCondyle,-55.61,40.93,1129.51
medialEpicondyle,-37.65,41.04,1162.63
medialPosteriorCondyle,-59.36,72.18,1154.81
medialSulcus,-39.22,46.77,1159.50
midfemurCenter,-99.21,12.28,1359.49
whitesideReference,-74.68,7.55,1149.27
