landmark,x, y, z
hipCenter,-89.11,17.68,-223.10
greaterTrochanter,-145.45,36.90,-213.99
femoralCenter,-128.01,6.32,-650.11
whitesideReference,-130.97,-15.14,-632.75
lateralCondyle,-151.32,13.75,-653.87
medialCondyle,-101.05,15.37,-658.86
lateralPosteriorCondyle,-150.70,46.27,-635.91
medialPosteriorCondyle,-99.99,46.42,-636.71
midfemurCenter,-137.76,4.19,-430.14
PCLOrigin,-116.80,27.53,-628.48
lateralEpicondyle,-166.90,22.23,-629.41
medialSulcus,-84.37,20.63,-634.10
medialEpicondyle,-82.64,12.82,-629.52
