landmark,x, y, z
hipCenter,-99.27,11.42,-99.04
greaterTrochanter,-153.70,19.24,-97.06
femoralCenter,-95.76,3.29,-530.87
whitesideReference,-96.23,-16.17,-515.33
lateralCondyle,-117.96,8.43,-537.12
medialCondyle,-72.26,14.95,-539.61
lateralPosteriorCondyle,-120.67,36.60,-517.15
medialPosteriorCondyle,-71.60,44.19,-518.54
midfemurCenter,-120.12,-5.12,-305.89
PCLOrigin,-84.70,25.65,-511.03
lateralEpicondyle,-136.84,13.24,-513.26
medialSulcus,-56.63,20.70,-515.15
medialEpicondyle,-53.43,15.40,-512.03
