landmark,x, y, z
hipCenter,-88.90,-1.46,-71.17
greaterTrochanter,-145.93,16.22,-66.69
femoralCenter,-130.36,13.25,-521.87
whitesideReference,-137.03,-9.46,-506.05
lateralCondyle,-149.96,27.61,-526.34
medialCondyle,-98.75,14.05,-533.27
lateralPosteriorCondyle,-140.80,59.52,-505.03
medialPosteriorCondyle,-88.87,46.39,-508.41
midfemurCenter,-131.38,4.50,-288.14
PCLOrigin,-114.26,29.75,-502.01
lateralEpicondyle,-165.69,33.38,-496.96
medialSulcus,-80.12,14.19,-508.09
medialEpicondyle,-79.57,6.28,-504.08
