landmark,x, y, z
PCLOrigin,-76.54,-111.23,938.31
femoralCenter,-87.42,-133.74,917.09
greaterTrochanter,-153.18,-129.31,1368.00
hipCenter,-95.24,-132.58,1370.54
lateralCondyle,-112.62,-128.16,912.49
lateralEpicondyle,-131.59,-119.67,942.09
lateralPosteriorCondyle,-115.18,-93.92,932.54
medialCondyle,-61.24,-122.46,905.49
medialEpicondyle,-42.02,-125.84,937.76
medialPosteriorCondyle,-61.71,-90.30,928.53
medialSulcus,-43.48,-119.76,934.48
midfemurCenter,-111.00,-146.98,1152.46
whitesideReference,-87.58,-155.88,933.71
