landmark,x, y, z
hipCenter,-83.64,1.62,1735.66
greaterTrochanter,-127.47,8.50,1740.96
femoralCenter,-102.53,7.11,1340.52
whitesideReference,-103.41,-14.75,1351.57
lateralCondyle,-121.93,8.21,1337.66
medialCondyle,-79.55,13.28,1331.60
lateralPosteriorCondyle,-132.83,33.38,1357.87
medialPosteriorCondyle,-78.28,39.18,1353.16
midfemurCenter,-112.14,-6.04,1543.48
PCLOrigin,-96.47,22.16,1359.88
lateralEpicondyle,-142.98,10.68,1359.46
medialSulcus,-65.94,18.91,1354.52
medialEpicondyle,-64.98,10.79,1357.84
