landmark,x, y, z
PCLOrigin,106.52,-121.51,-582.68
femoralCenter,115.14,-140.88,-604.49
greaterTrochanter,149.58,-108.30,-179.02
hipCenter,102.97,-134.07,-187.15
lateralCondyle,139.71,-134.89,-611.92
lateralEpicondyle,155.59,-128.03,-587.25
lateralPosteriorCondyle,139.09,-106.31,-590.56
medialCondyle,88.24,-134.01,-612.49
medialEpicondyle,70.98,-134.01,-582.20
medialPosteriorCondyle,88.84,-104.02,-589.27
medialSulcus,72.14,-128.61,-585.80
midfemurCenter,124.91,-141.39,-489.00
whitesideReference,117.73,-159.44,-594.40
