landmark,x, y, z
PCLOrigin,-64.26,1.10,1311.64
femoralCenter,-75.65,-19.66,1290.02
greaterTrochanter,-132.82,-17.11,1719.33
hipCenter,-84.89,-42.45,1714.82
lateralCondyle,-100.39,-12.03,1283.05
lateralEpicondyle,-117.18,-9.43,1308.47
lateralPosteriorCondyle,-102.98,18.21,1306.60
medialCondyle,-46.60,-9.83,1283.01
medialEpicondyle,-30.27,-10.68,1311.40
medialPosteriorCondyle,-50.40,22.46,1309.21
medialSulcus,-30.87,-3.33,1309.27
midfemurCenter,-105.99,-48.99,1509.99
whitesideReference,-74.72,-39.76,1305.95
