landmark,x, y, z
PCLOrigin,-79.48,29.01,1009.88
femoralCenter,-87.76,7.43,989.02
greaterTrochanter,-150.68,-1.38,1429.30
hipCenter,-98.81,-10.09,1427.48
lateralCondyle,-113.90,12.16,983.50
lateralEpicondyle,-129.82,13.76,1011.05
lateralPosteriorCondyle,-114.94,41.73,1005.72
medialCondyle,-63.38,24.54,980.99
medialEpicondyle,-46.27,20.06,1005.75
medialPosteriorCondyle,-65.77,47.54,999.58
medialSulcus,-47.98,27.28,1003.51
midfemurCenter,-109.56,-7.21,1215.99
whitesideReference,-86.14,-10.10,999.86
