landmark,x, y, z
PCLOrigin,80.66,-142.58,1180.09
femoralCenter,95.71,-167.59,1155.47
greaterTrochanter,140.95,-129.89,1621.39
hipCenter,89.36,-148.86,1616.39
lateralCondyle,118.58,-152.40,1148.55
lateralEpicondyle,137.48,-149.81,1180.99
lateralPosteriorCondyle,116.89,-122.69,1173.07
medialCondyle,66.10,-155.83,1142.49
medialEpicondyle,46.46,-161.22,1175.79
medialPosteriorCondyle,64.86,-121.90,1169.44
medialSulcus,47.71,-153.34,1171.75
midfemurCenter,114.85,-168.18,1396.47
whitesideReference,96.96,-186.21,1172.23
