landmark,x, y, z
PCLOrigin,-75.03,6.32,1007.77
femoralCenter,-90.52,-15.90,980.37
greaterTrochanter,-147.56,31.04,1460.35
hipCenter,-102.85,4.18,1462.80
lateralCondyle,-117.07,-0.25,975.40
lateralEpicondyle,-131.45,6.31,1006.76
lateralPosteriorCondyle,-109.04,32.33,999.72
medialCondyle,-58.84,-7.42,972.57
medialEpicondyle,-43.07,-15.39,1007.78
medialPosteriorCondyle,-54.54,24.46,999.54
medialSulcus,-43.63,-7.30,1003.05
midfemurCenter,-114.82,-20.47,1232.20
whitesideReference,-93.68,-37.69,999.12
