landmark,x, y, z
hipCenter,-68.10,163.16,-9.92
greaterTrochanter,-122.43,188.07,-4.43
femoralCenter,-108.79,114.70,-451.59
whitesideReference,-109.48,97.59,-437.37
lateralCondyle,-130.85,130.93,-458.32
medialCondyle,-79.46,120.86,-468.04
lateralPosteriorCondyle,-122.81,158.91,-441.29
medialPosteriorCondyle,-69.89,147.06,-452.77
midfemurCenter,-109.76,133.38,-224.40
PCLOrigin,-89.25,135.70,-439.56
lateralEpicondyle,-145.17,138.66,-433.09
medialSulcus,-58.74,120.38,-445.69
medialEpicondyle,-59.03,114.43,-441.28
