landmark,x, y, z
PCLOrigin,-101.47,-16.29,965.27
femoralCenter,-106.07,-46.17,952.01
greaterTrochanter,-133.25,31.98,1379.15
hipCenter,-86.01,22.38,1378.22
lateralCondyle,-127.96,-34.43,941.55
lateralEpicondyle,-143.61,-33.98,969.68
lateralPosteriorCondyle,-128.97,-6.97,965.11
medialCondyle,-82.28,-31.76,939.88
medialEpicondyle,-63.64,-29.70,968.19
medialPosteriorCondyle,-84.19,-4.84,964.31
medialSulcus,-65.09,-22.69,963.03
midfemurCenter,-113.62,-21.49,1150.49
whitesideReference,-108.04,-62.39,972.98
