landmark,x, y, z
PCLOrigin,-85.88,59.18,-547.92
femoralCenter,-94.68,37.59,-567.61
greaterTrochanter,-143.62,37.98,-99.28
hipCenter,-88.01,33.07,-110.20
lateralCondyle,-120.18,42.66,-573.86
lateralEpicondyle,-135.81,47.02,-548.44
lateralPosteriorCondyle,-124.44,71.08,-552.18
medialCondyle,-72.56,47.93,-577.61
medialEpicondyle,-52.46,52.00,-552.47
medialPosteriorCondyle,-76.68,79.12,-555.43
medialSulcus,-53.65,56.81,-555.18
midfemurCenter,-113.91,20.21,-332.64
whitesideReference,-92.30,21.07,-553.40
