landmark,x, y, z
hipCenter,93.57,-149.29,1385.15
greaterTrochanter,141.59,-150.73,1380.69
femoralCenter,109.80,-125.05,951.86
whitesideReference,105.82,-138.93,957.09
lateralCondyle,133.19,-121.65,945.94
medialCondyle,87.46,-111.47,942.09
lateralPosteriorCondyle,138.39,-96.81,964.98
medialPosteriorCondyle,91.84,-82.51,965.46
midfemurCenter,118.89,-153.24,1175.70
PCLOrigin,105.22,-106.98,969.99
lateralEpicondyle,147.35,-121.91,969.76
medialSulcus,75.09,-105.71,967.29
medialEpicondyle,73.51,-110.20,969.20
