landmark,x, y, z
PCLOrigin,83.28,-128.52,-164.66
femoralCenter,96.84,-145.94,-186.49
greaterTrochanter,131.81,-145.04,232.00
hipCenter,89.86,-163.55,224.82
lateralCondyle,112.62,-139.53,-190.50
lateralEpicondyle,130.74,-132.54,-163.44
lateralPosteriorCondyle,115.27,-106.60,-167.87
medialCondyle,69.51,-138.65,-193.49
medialEpicondyle,55.05,-144.94,-166.86
medialPosteriorCondyle,65.78,-110.48,-168.33
medialSulcus,54.91,-139.54,-169.32
midfemurCenter,114.73,-161.15,26.49
whitesideReference,97.67,-162.96,-176.98
