landmark,x, y, z
PCLOrigin,-11.67,-103.89,999.99
femoralCenter,-27.64,-121.30,979.28
greaterTrochanter,-44.03,-101.79,1430.50
hipCenter,0.80,-133.25,1429.34
lateralCondyle,-49.37,-105.46,973.29
lateralEpicondyle,-62.60,-98.16,997.53
lateralPosteriorCondyle,-42.19,-79.97,991.78
medialCondyle,3.10,-119.59,968.28
medialEpicondyle,18.30,-124.39,997.61
medialPosteriorCondyle,10.44,-91.00,991.91
medialSulcus,19.65,-118.77,995.65
midfemurCenter,-34.60,-129.08,1073.27
whitesideReference,-31.23,-136.32,989.45
