landmark,x, y, z
hipCenter,81.38,-48.85,1476.32
greaterTrochanter,125.28,-36.77,1480.08
femoralCenter,111.50,-23.54,1076.49
whitesideReference,115.47,-38.63,1085.39
lateralCondyle,126.75,-13.75,1073.33
medialCondyle,88.85,-21.11,1068.51
lateralPosteriorCondyle,121.26,11.85,1092.84
medialPosteriorCondyle,79.62,2.60,1088.12
midfemurCenter,120.65,-48.49,1297.00
PCLOrigin,98.22,-10.80,1093.33
lateralEpicondyle,139.91,-6.07,1095.02
medialSulcus,74.10,-19.77,1088.51
medialEpicondyle,74.22,-25.39,1090.59
