landmark,x, y, z
PCLOrigin,-64.80,-162.64,514.25
femoralCenter,-69.50,-185.53,494.00
greaterTrochanter,-140.48,-149.61,903.31
hipCenter,-95.97,-154.07,901.32
lateralCondyle,-93.13,-183.59,487.40
lateralEpicondyle,-110.49,-180.20,510.10
lateralPosteriorCondyle,-98.58,-153.49,506.08
medialCondyle,-49.08,-169.58,485.00
medialEpicondyle,-31.87,-165.79,515.01
medialPosteriorCondyle,-55.48,-140.45,506.83
medialSulcus,-36.33,-158.49,510.00
midfemurCenter,-96.93,-180.46,702.99
whitesideReference,-63.66,-203.72,507.27
