landmark,x, y, z
hipCenter,-98.68,-21.28,-150.74
greaterTrochanter,-143.14,-16.79,-151.85
femoralCenter,-85.26,-5.60,-548.46
whitesideReference,-85.51,-23.42,-541.54
lateralCondyle,-104.44,-0.93,-553.44
medialCondyle,-62.76,3.78,-557.09
lateralPosteriorCondyle,-105.82,28.70,-536.47
medialPosteriorCondyle,-59.56,31.36,-536.52
midfemurCenter,-122.22,-25.26,-256.50
PCLOrigin,-73.99,11.22,-531.79
lateralEpicondyle,-120.10,6.02,-532.64
medialSulcus,-46.44,7.96,-534.59
medialEpicondyle,-45.69,2.42,-530.86
