landmark,x, y, z
PCLOrigin,-107.78,-123.24,-724.88
femoralCenter,-119.02,-147.02,-750.00
greaterTrochanter,-144.41,-117.65,-277.46
hipCenter,-90.20,-139.87,-286.12
lateralCondyle,-146.55,-140.31,-755.99
lateralEpicondyle,-162.46,-135.26,-726.16
lateralPosteriorCondyle,-143.97,-107.98,-729.96
medialCondyle,-90.26,-134.09,-759.99
medialEpicondyle,-72.67,-136.65,-729.81
medialPosteriorCondyle,-88.30,-102.76,-734.70
medialSulcus,-74.28,-130.25,-733.66
midfemurCenter,-126.57,-154.32,-511.01
whitesideReference,-117.44,-166.14,-738.15
